product_name;order_date;quantity;sales;region;profit;discount
Action Figure Inventore;01/03/2025;4;94528.8;West;18224.39;10
Doll Ea;04/08/2024;3;94480.8;North;15133.19;10
Clock Recusandae;25/12/2023;2;94440.1;South;17734.41;0
Smartwatch Vitae;25/06/2024;5;94388;West;22123.47;0
Board Game Tenetur;25/10/2023;3;94184.25;South;12134.74;0
Cookware Set Ducimus;07/06/2024;4;94159.6;West;7836.83;10
Mixer Grinder Officiis;21/09/2025;5;94140;South;13631.33;10
Board Game Laborum;30/10/2023;3;94092;West;9745.07;10
Laptop Perspiciatis;04/03/2024;3;93979.2;North;17449.47;15
Sofa Quam;30/05/2024;2;93898.8;South;5784.3;5
Football Animi;11/01/2025;2;93711.8;East;16471.19;0
Fiction Omnis;23/03/2025;2;93680;South;22092.64;0
Wheat Veniam;30/12/2023;4;93597.8;West;11213.7;5
Tennis Racket Consequuntur;13/02/2025;2;93594;East;9322.99;15
Puzzle Soluta;10/08/2024;2;93586.7;East;20925.31;10
Foundation Magnam;17/02/2025;4;93500;East;13146.4;15
Oil Exercitationem;06/12/2024;4;93478.4;West;10820.44;10
Refrigerator Voluptatibus;02/03/2024;4;93316.6;North;20909.57;0
Lamp Vitae;23/08/2025;3;93286.65;North;12989.25;0
Foundation Dolorum;16/03/2025;2;93244;South;5623.38;0
Puzzle Rem;01/08/2025;2;93230.4;East;15716.97;10
Accessories Nihil;30/11/2024;2;93126.6;North;9278.05;10
Laptop Consequatur;23/01/2024;3;92911.8;East;20965;5
Cookware Set Quaerat;07/05/2025;5;92796;North;10050.59;10
Dumbbells Iusto;27/11/2024;3;92784;East;18735.52;5
Accessories Consequatur;31/10/2023;3;92745;East;17453.31;5
Foundation Sequi;01/02/2024;2;92682;East;7015.32;20
Accessories Exercitationem;05/06/2024;5;92658.25;East;22298.81;20
Comics Ea;26/05/2024;5;92633;East;4841.67;15
Sofa Provident;07/02/2025;2;92607.5;West;9284.56;15
Cookware Set Quo;29/12/2023;3;92579.4;North;14375.96;15
Action Figure Deserunt;05/10/2023;3;92557.35;South;8958.85;0
Bed Inventore;18/06/2024;5;92475;East;18052.96;20
Mixer Grinder Nobis;29/01/2025;4;92454;East;11781.54;5
Lamp Doloremque;29/01/2024;4;92432;North;6688.35;10
Sofa Voluptas;02/01/2025;4;92333.8;South;8406.91;20
Laptop Repudiandae;14/02/2025;4;92329.2;West;11027.3;5
Men's Wear At;07/06/2025;2;92311.5;North;9970.12;20
Shampoo Provident;14/09/2024;2;92262.1;South;6636.68;10
Cushion Velit;08/02/2025;5;92229.25;West;5253.64;15
Oil Iusto;05/09/2025;5;92101.5;South;5298.98;0
Oil Quis;13/04/2024;3;91956;East;15507.65;10
Spices Consectetur;20/08/2024;5;91945;East;10926.62;20
Dumbbells Ipsa;26/12/2023;5;91941;East;9831.89;20
Vase A;05/08/2024;3;91874.4;South;9971.38;15
Sofa Doloremque;10/01/2025;3;91835.55;South;19859.42;0
Cricket Bat Eligendi;26/08/2025;3;91776;East;19045.63;10
Bed Magnam;07/04/2025;2;91744;North;5678.96;15
Lamp Dolorum;01/12/2023;2;91439.6;North;21533.1;5
Tennis Racket Dolorem;08/10/2024;3;91368.15;West;4891.35;20
Juicer Fugit;25/05/2024;5;91324;North;9776.22;10
Football Magni;01/01/2025;5;91318.5;South;8856.08;0
Face Cream Corrupti;19/02/2024;3;91206;West;17898.65;0
Shoes Maiores;19/08/2024;4;91154.4;East;13546.98;5
Headphones Corporis;03/08/2025;5;91133.5;East;9314.46;20
Cricket Bat Ex;06/11/2024;4;91043.2;South;17254.47;10
Chair Dolores;28/10/2023;4;91027.2;South;20804.21;0
Oil Officia;23/12/2024;4;91004;East;17998.87;5
Table Illum;15/11/2024;2;90984;West;18718.13;0
Sofa Ducimus;04/09/2024;2;90961.2;South;11817.29;5
Chair Sequi;07/12/2023;2;90924;West;9872.31;10
Cabinet Corrupti;31/07/2025;2;90768.7;North;19292.27;10
Foundation Laudantium;10/09/2024;4;90766.8;South;19057.28;15
Men's Wear Dolores;20/09/2024;4;90582.4;North;15251.17;10
Comics Dolor;05/01/2024;4;90582.4;South;18514.42;0
Mixer Grinder A;30/07/2024;2;90529.2;West;18550.78;15
Headphones Inventore;25/06/2025;3;90477.6;East;6098.02;20
Doll Tempore;09/07/2024;5;90315;East;5812.04;15
Textbook Cumque;27/06/2025;4;90246.2;North;10920.14;5
Perfume Quod;10/11/2023;5;90197.75;West;18901.2;20
Cushion Repellendus;11/12/2024;3;90024;North;20715.05;10
Mixer Grinder Consequuntur;02/01/2025;3;90020.7;South;11939.1;5
Face Cream Id;23/12/2023;5;90019.25;West;4561.6;5
Women's Wear Cupiditate;24/12/2024;4;90009.6;East;7856.96;20
Headphones Animi;15/09/2025;3;89915.55;North;10235.32;20
Juicer Veritatis;06/11/2024;4;89892.8;East;11149.28;5
Wall Art Similique;28/08/2025;2;89860.8;West;17852.06;0
Headphones Est;31/12/2023;5;89855;West;19466.13;5
Yoga Mat Aspernatur;22/07/2024;2;89808;East;11164.25;20
Fiction Ipsam;01/07/2024;4;89766.8;South;11167.83;15
Spices Sapiente;29/04/2025;2;89628;South;21512.84;0
Clock Quisquam;09/08/2024;2;89578.8;West;15571.54;15
Wheat Consequuntur;11/07/2025;2;89576.4;North;14284.54;5
Spices Perferendis;29/11/2024;2;89572;North;10310.84;20
Perfume Ratione;16/08/2024;5;89544;North;22058.67;15
Non-Fiction Tenetur;24/02/2025;2;89520;South;11391.53;15
Spices Totam;02/05/2025;3;89459.1;North;19424.54;20
Oil In;03/08/2024;4;89446.4;South;11672.93;20
Football Maiores;26/02/2024;5;89409.25;South;7859.92;15
Dumbbells Aperiam;19/12/2024;4;89338.4;East;4923.11;20
Lipstick Ab;21/11/2023;4;89174.4;East;7677.01;0
Action Figure Exercitationem;03/05/2025;2;89147.2;West;8304.75;20
Tennis Racket Quibusdam;05/07/2024;4;89128.8;East;17633.75;15
Spices Incidunt;16/03/2024;5;89119.5;East;6850.32;0
Textbook Deleniti;30/03/2024;4;89049.6;South;21095.87;0
Oil Non;21/05/2024;5;88978;East;7337.99;5
Face Cream Sint;11/11/2023;5;88933.5;West;9232.05;10
Football Dolore;16/02/2024;2;88928;South;6803.49;20
Fiction Dolorem;09/04/2025;2;88794.6;West;9359.11;15
Non-Fiction Architecto;26/02/2024;3;88788.45;West;13087.72;0
Football Laboriosam;15/01/2025;3;88747.65;East;6059.19;20
Perfume Officia;21/07/2024;5;88730;West;13745.92;10
Biography Adipisci;11/05/2025;2;88666.9;East;5256.74;5
Cookware Set Quod;19/01/2025;4;88662.4;South;7142.62;5
Yoga Mat Consequuntur;09/06/2024;4;88540.8;West;16698.92;10
Foundation Nobis;26/05/2025;5;88530.5;East;6937.95;20
Lamp Possimus;12/04/2025;2;88529.4;East;14351.56;10
Face Cream Id;19/07/2025;5;88485;South;8725.17;10
Biography Minima;24/11/2023;2;88359.2;North;19557.77;15
Football Eveniet;30/04/2025;5;88325;North;17529.47;15
Textbook Odio;23/06/2024;4;88261.2;North;20015.42;5
Microwave Neque;03/06/2024;2;88210.8;West;18676.64;5
Lamp Praesentium;08/12/2024;2;88115.4;North;11763.57;20
Headphones Error;14/09/2025;4;88092.8;North;12881.23;10
Shampoo Fugit;21/03/2025;2;88081.2;North;6582.94;15
Textbook Voluptates;07/12/2024;4;87735.6;South;19597.07;0
Lipstick Voluptate;01/09/2025;3;87711.6;West;16777.27;20
Men's Wear Quidem;02/04/2024;2;87667.3;South;21791.96;20
Men's Wear Ullam;14/04/2025;3;87640.35;South;10467.13;10
Board Game Ab;21/03/2025;5;87580;North;5739.45;20
Microwave Consectetur;18/10/2023;2;87513.6;North;18437.08;20
Kids Wear Odit;11/05/2024;3;87490.8;East;13642.6;0
Clock Aut;06/11/2024;2;87478;East;18772.76;5
Headphones Non;24/02/2025;4;87472.2;East;9805.34;0
Vase A;13/04/2025;2;87459.2;South;6642.63;5
Football Architecto;14/05/2025;4;87415.2;North;6313.56;15
Comics Doloremque;19/05/2025;3;87340.05;North;19961.06;5
Women's Wear Voluptate;07/08/2025;2;87327;South;11099.97;5
Sofa Dolorum;20/06/2024;2;87190.2;East;19167.89;20
Board Game Ipsa;03/05/2024;4;87123.2;South;7321.18;10
Microwave Mollitia;08/12/2024;5;87085;South;15779.3;5
Refrigerator Quasi;02/04/2025;3;87038.4;North;21271.05;15
Board Game Perspiciatis;19/08/2025;3;87036;West;17674.84;15
Vase Quisquam;05/11/2023;2;87015.6;East;8010.29;5
Accessories Consectetur;06/07/2025;2;86997.6;South;20432.33;10
Clock Debitis;21/10/2023;3;86985.6;East;20603.82;10
Yoga Mat Nulla;08/10/2023;4;86980;West;4960.37;0
Vase Itaque;22/08/2025;2;86968.6;West;16151.54;15
Board Game Quisquam;03/06/2024;4;86948.2;South;9576.93;0
Shoes Consequatur;16/11/2023;5;86936;North;13752.97;15
Refrigerator Quae;24/10/2023;2;86930.7;South;4380.43;5
Biography Illum;17/03/2025;2;86927.8;East;14222.35;10
Refrigerator In;11/02/2024;5;86912;West;15928.27;20
Table Eveniet;07/10/2024;4;86835.2;East;18547.36;20
Kids Wear Illo;27/10/2023;2;86751;South;8604.25;10
Non-Fiction Accusantium;15/02/2025;3;86620.8;North;5149.08;10
Wall Art Asperiores;19/04/2025;3;86535;South;20339.17;10
Sugar Officia;22/03/2025;2;86508;South;8647.31;10
Accessories Libero;11/09/2024;2;86496;South;11193.8;20
Women's Wear Vitae;06/04/2025;2;86492.6;East;13014.54;10
Lamp Impedit;28/01/2024;2;86488;East;10828.96;15
Cookware Set Quidem;13/06/2024;3;86477.55;South;14191.99;15
Vase Tempore;19/06/2025;5;86415.25;West;9457.65;5
Men's Wear Ea;16/01/2025;2;86414.4;North;15869.6;0
Face Cream Labore;05/08/2024;3;86405.4;East;12311.35;10
Refrigerator Molestias;08/03/2025;2;86385.6;North;6971.98;15
Lamp Ipsam;31/03/2025;2;86341.7;West;16245.16;10
Camera Sit;29/09/2025;5;86302.75;South;16364.98;10
Fiction Voluptatibus;03/11/2024;3;86230.8;South;6887.12;15
Refrigerator Fuga;20/08/2024;5;86202;East;6240.3;15
Comics Ullam;12/05/2025;4;86140;East;14750.84;5
Spices Nobis;06/04/2025;4;86073.6;East;21351.96;5
Foundation Tempora;11/10/2024;4;85952;East;13599.09;0
Fiction Commodi;29/12/2024;3;85881;East;7488.56;10
Puzzle Quos;18/12/2024;5;85816;East;10079.37;0
RC Car Et;27/08/2024;4;85812.6;East;9112.69;0
Textbook Alias;26/04/2024;4;85666.4;East;4933.32;10
Bed Sint;18/01/2025;2;85618.8;North;10020.43;5
Headphones A;09/06/2024;4;85584.8;North;19249.24;20
Biography Dignissimos;23/11/2024;3;85471.2;North;19381.14;15
Fiction Officiis;23/10/2024;2;85460.4;South;8476.63;15
Table Deserunt;18/10/2023;2;85438.6;North;10418.46;15
Camera Minus;13/02/2025;2;85384;West;15861.81;10
Men's Wear Sapiente;27/02/2024;3;85286.4;West;20838.06;20
Men's Wear Quis;12/01/2024;2;85219.2;North;6844.83;20
Board Game Ab;13/11/2024;5;85212;North;9790.15;10
Shoes Iusto;04/03/2025;2;85198.4;East;11263.07;5
Smartwatch Asperiores;11/07/2024;2;85120.7;East;7878.38;20
Wall Art Voluptate;21/01/2025;4;85068;East;14812.07;10
Sofa Vel;03/03/2024;4;85060;North;4989.48;10
Foundation Facere;11/07/2025;4;85024;North;19730.83;10
Comics Molestiae;02/06/2024;2;85020.4;East;4700.81;10
Mixer Grinder Voluptate;21/08/2025;2;84987.2;West;12207.4;10
Bed Magnam;25/03/2024;4;84736;East;17468.09;10
Bed Iure;07/06/2024;2;84732;West;5238.39;20
Textbook Reiciendis;17/08/2025;2;84677.4;East;10268.75;0
Lipstick Illo;02/09/2024;2;84677.3;East;19553.67;5
Spices Accusantium;26/06/2024;4;84675.2;West;13612.85;10
Mobile Suscipit;06/09/2024;4;84601.6;North;8386.33;10
Mobile Nostrum;06/08/2025;2;84576;East;10974.54;5
Shoes Iste;17/02/2025;2;84515.2;North;18381.42;0
Action Figure Suscipit;08/08/2024;2;84473;South;9125.98;0
Clock Voluptatum;07/03/2025;2;84330;North;17510.31;10
Yoga Mat Rerum;12/06/2024;3;84283.2;South;18661.31;10
Face Cream Laboriosam;17/07/2025;5;84280;South;4856.75;15
Spices Quia;13/04/2024;2;84267.2;South;15553.15;10
Sofa Ad;19/04/2025;2;84166.4;South;15279.28;15
Mixer Grinder Esse;02/06/2025;3;84132.15;North;11182.66;10
Puzzle Asperiores;09/12/2024;2;84082;East;13906.55;5
Dumbbells Ullam;14/03/2025;4;84068;North;11855.58;10
Shampoo Laboriosam;02/04/2024;2;84028;West;18352.19;20
Mobile Alias;17/12/2023;2;83940.1;North;5644.28;20
Biography Quas;28/07/2024;3;83921.4;South;4318.57;10
Doll Sunt;02/09/2024;3;83897.1;East;11218.71;15
Football Nulla;07/01/2024;2;83740;West;14233.88;20
Kids Wear Sint;22/04/2024;3;83685.6;West;12244.9;0
Kids Wear Tempore;31/12/2023;2;83552;West;5410.9;0
Yoga Mat Ea;15/04/2025;3;83497.5;North;11950.92;10
Football Optio;04/08/2025;4;83410;East;14277.24;0
Lamp Ut;06/09/2025;4;83368;East;8546.61;10
Board Game Quod;07/02/2025;3;83324.7;South;19419.55;20
Headphones Deleniti;24/01/2025;4;83299.2;South;16206.55;15
Board Game Necessitatibus;18/02/2024;2;83296.6;North;7668.37;15
Refrigerator Fugit;24/06/2025;2;83269.4;East;7827.1;20
Wheat Voluptatem;25/07/2024;5;83244;East;8272.34;10
Cricket Bat Officiis;12/07/2025;2;83216;South;6068.01;0
Textbook Inventore;12/08/2025;3;83208.6;South;9393.94;5
Perfume Sunt;18/11/2024;2;83096.5;West;9017.79;5
Clock Debitis;28/08/2024;4;83095.2;North;11242.62;20
Fiction Ratione;29/02/2024;5;83082.25;North;8025.43;0
Wall Art Voluptatem;08/07/2025;4;83078.4;North;14421.83;5
Rice Eum;21/11/2024;3;82995.3;South;14335.38;5
Fiction Dicta;18/01/2025;2;82892;North;14454.55;15
Sugar Quia;13/12/2023;3;82883.7;South;12361.51;5
Smartwatch Accusantium;29/09/2024;3;82840.8;North;20691.97;10
Face Cream Fuga;31/05/2025;3;82783.2;West;18137.52;15
Wall Art Ipsum;12/12/2024;2;82684.8;South;10796.75;20
Table Distinctio;01/10/2025;3;82682.1;North;10027.11;0
Clock Fuga;08/01/2024;4;82582.4;North;9531.22;15
Mobile Quo;09/04/2025;5;82570.5;North;15016.28;15
Wall Art Excepturi;07/09/2024;5;82560;West;7916.19;0
Juicer In;15/05/2025;4;82528;West;4856.22;0
Action Figure Quis;03/07/2024;2;82504.4;East;17146.48;20
Women's Wear Laboriosam;30/05/2024;2;82392;West;13145.75;20
Action Figure Enim;14/12/2024;5;82305.5;North;17877.78;0
Comics Et;19/06/2025;3;82188;East;6456.39;10
Table Totam;16/08/2025;2;82105.2;South;17400.77;10
Lipstick Molestias;16/02/2024;2;82060.8;North;7654.7;20
Kids Wear Ducimus;14/12/2023;2;82057.6;South;15125.22;0
Mixer Grinder Illo;02/10/2025;5;81936;West;6887.13;20
Wheat Eum;24/10/2024;2;81872;South;12869.54;0
Bed Sed;23/08/2024;5;81814.5;West;13310.62;20
Accessories Occaecati;21/05/2024;2;81724.8;West;6693.5;10
Vase Enim;21/01/2024;5;81689.25;East;4493.85;0
Face Cream Nihil;16/12/2024;2;81644.4;South;7788.02;5
Board Game Vel;18/06/2024;3;81640.8;South;7899.14;15
Dumbbells Cupiditate;02/10/2024;3;81615.6;West;7327.38;20
Tennis Racket Asperiores;02/04/2024;2;81556;West;19814.83;15
Spices Nostrum;26/04/2024;3;81550.8;South;16619.07;15
Lamp Illo;29/09/2025;4;81539.2;North;4892.61;10
Cushion Maxime;01/03/2024;4;81532.8;West;4698.93;20
Sofa Nobis;08/08/2025;5;81506.5;West;9880.2;0
Sofa Laboriosam;17/09/2025;2;81488;North;17473.05;10
Wall Art Labore;04/09/2024;5;81459.75;West;5976.36;15
Board Game Est;17/07/2024;3;81405.6;South;7799.65;15
Board Game Earum;23/11/2024;5;81404.5;West;8267.53;0
Perfume Fugiat;12/02/2025;5;81362.75;East;5315.45;20
Textbook Soluta;11/11/2023;3;81329.7;West;18780.74;20
Juicer Labore;23/05/2024;3;81321.9;North;9500.16;5
Headphones Neque;09/06/2024;4;81316;South;9937.89;10
Lamp Animi;23/02/2024;4;81241.6;East;13948;0
Dumbbells Veritatis;22/02/2024;3;81237;North;4616.46;15
Mobile Quam;14/05/2024;4;81200;South;12348.54;15
Juicer Delectus;04/11/2023;4;81193.6;North;19540.16;5
Football Fugit;22/01/2024;3;81156.6;North;19110.09;5
Face Cream Illum;01/02/2024;2;81152.8;West;12099.15;10
Board Game Hic;16/10/2023;3;81067.2;South;6241.77;10
Smartwatch Repudiandae;12/08/2025;3;81062.55;South;4975.59;0
Perfume A;13/05/2025;2;80987.4;North;7994.18;0
Cricket Bat Odit;13/03/2025;5;80956;West;10317.19;0
Cricket Bat Quidem;28/01/2024;3;80920.05;South;13853.3;10
Action Figure Adipisci;30/10/2023;4;80886;South;15562.74;15
Lipstick Iure;24/02/2025;4;80868;West;6742.94;15
Mobile Fugiat;12/03/2024;3;80823.15;West;7678.45;10
Refrigerator Necessitatibus;13/08/2024;2;80761.6;West;12751.87;15
Camera At;17/06/2024;2;80742;North;17592.37;15
Board Game Nostrum;22/08/2025;2;80724.5;West;5169.87;5
Face Cream Tenetur;27/03/2025;3;80666.4;North;8648.8;15
Lipstick Eos;03/12/2024;3;80651.7;North;5187.34;0
Cricket Bat Distinctio;03/12/2024;3;80574.9;West;14638.79;10
Comics Eos;24/02/2025;2;80529;North;6489.76;0
Accessories Quos;26/05/2025;3;80296.8;South;9175.47;15
Foundation Odio;20/04/2024;5;80248.5;North;15286.74;0
Yoga Mat Accusamus;03/07/2024;2;80216;South;19471.18;20
Cushion Nesciunt;23/01/2024;2;80194.1;North;5727.93;5
Foundation Veritatis;03/10/2025;5;80057.25;East;13932.28;10
Cabinet Voluptatem;27/09/2024;2;80030.9;South;10678.34;10
Action Figure Libero;01/01/2024;5;80015;South;5568.38;5
Doll Totam;10/02/2025;3;79924.65;North;18762.37;0
Perfume Dolor;19/06/2024;5;79880;North;6881.59;5
Headphones Tempora;22/12/2024;2;79844;West;10269.18;20
Lamp Dolorem;03/09/2024;1;79827;West;13912.03;20
Biography Voluptas;30/10/2024;2;79804.8;West;17157.69;0
Mobile Esse;12/12/2024;1;79714;West;17338.62;20
Women's Wear Inventore;17/08/2024;5;79650;North;8003.55;10
Shoes Magnam;08/12/2023;1;79625;North;4506.9;0
Lipstick Iure;21/03/2024;2;79619.5;South;8370.16;20
Board Game A;30/06/2025;2;79611.9;South;8137.53;20
Sofa Voluptates;20/06/2025;2;79574.4;East;6280.86;20
Men's Wear Consequatur;24/11/2024;2;79549.8;South;19602.32;0
Perfume Exercitationem;30/11/2024;2;79478.9;West;14297.47;5
Comics Quam;15/11/2024;5;79465;East;13889.37;0
Non-Fiction Occaecati;13/05/2024;4;79434;North;9292.82;10
Shampoo Dignissimos;26/04/2024;2;79429.5;West;7617.55;0
Mobile Nesciunt;15/07/2024;2;79316.8;West;18206.41;10
Mixer Grinder Aliquid;31/08/2024;1;79297;West;10225.74;20
Wheat Facere;26/05/2025;1;79212;East;6199.67;0
Juicer Quidem;01/02/2025;5;79204.5;East;13310.82;0
Face Cream Ipsam;29/05/2025;5;79168.5;West;10613.7;0
Mixer Grinder Sequi;05/09/2025;2;79166;North;16368.63;5
Microwave Officiis;31/08/2025;4;79066.8;West;5245.91;15
Biography Tempora;14/10/2023;2;79061.9;West;8747.7;10
Spices Pariatur;03/09/2024;3;78795;West;13932.19;0
Tennis Racket Esse;02/04/2025;3;78759.75;North;15702.86;20
Cushion Necessitatibus;07/12/2023;3;78713.4;North;5221.27;5
Sofa Totam;25/07/2025;4;78674.4;West;15118;20
Camera Provident;27/02/2025;3;78622.95;East;19128.29;0
Mobile Facilis;22/08/2025;4;78457.6;West;10542.24;20
Spices Quidem;10/10/2023;4;78441.6;South;11584.72;15
Textbook Natus;25/03/2025;5;78240;North;4830.86;0
Women's Wear Repellat;19/07/2024;5;78212;East;14268.1;20
Chair Vel;04/01/2025;4;78195.2;South;10981.46;15
Fiction Quibusdam;20/10/2023;2;78099.2;North;5054.2;5
Biography Nulla;31/07/2024;4;78052;North;9132.65;20
RC Car Maiores;28/03/2025;5;78040;South;7582.09;20
Oil Doloremque;23/06/2025;2;77976;West;14177.76;15
Rice Aut;29/07/2024;2;77940;South;11710.67;10
Cricket Bat Corrupti;04/08/2025;1;77933;North;7876.25;10
Mobile Ea;05/12/2023;3;77892;North;7594.54;0
Shampoo Possimus;11/07/2024;2;77869.6;South;13675.04;15
Tennis Racket Cum;04/06/2024;2;77790;West;16916.87;15
Foundation Ullam;24/08/2025;1;77782;East;7989.3;0
Headphones Voluptatem;30/10/2023;3;77684.4;East;9106.58;15
Mobile Dolorem;01/02/2025;2;77608;South;10433.75;0
Lipstick Occaecati;08/12/2023;4;77577;West;9886.42;20
Puzzle Temporibus;05/03/2025;2;77549.4;South;9064.67;0
Men's Wear Culpa;06/04/2025;1;77527;West;7657;15
Table Repudiandae;04/10/2023;3;77522.4;West;10882.22;20
Yoga Mat Perferendis;27/07/2024;2;77499;East;13479.91;15
Comics Dolorum;20/11/2024;1;77473;West;17602.81;10
Board Game Aut;08/12/2024;5;77463;North;9961.65;15
Yoga Mat Praesentium;02/02/2025;2;77248;South;12652.94;5
Action Figure Laboriosam;31/12/2023;2;77233.6;West;13625.93;0
Spices Quisquam;22/08/2024;5;77228;North;18753.54;5
Foundation Esse;05/01/2024;4;77115.6;West;5993.17;0
Table Ex;06/09/2024;2;77064;North;15432.77;5
Table Iste;17/03/2025;2;77011.7;South;11400.28;20
Wheat Recusandae;31/08/2024;4;77004;South;11059.43;20
Cabinet Explicabo;07/12/2023;1;76977;South;9755.28;10
RC Car Ipsum;04/03/2024;2;76948.2;North;11587.92;5
Shoes Harum;20/04/2025;2;76916;East;7268.78;0
Mixer Grinder Occaecati;23/06/2025;3;76858.2;West;13070.4;15
Yoga Mat Voluptate;25/09/2024;5;76783.75;South;14622.8;20
Football Occaecati;25/02/2025;2;76692;West;9755.04;10
Dumbbells Accusamus;16/04/2025;3;76677.3;East;15749.79;0
Dumbbells Omnis;27/05/2025;4;76563.2;West;4002.06;0
Doll Quod;11/11/2023;2;76552;North;12371.69;0
Dumbbells Nostrum;09/10/2024;2;76535.8;South;7558.5;15
Wheat Omnis;15/03/2025;4;76513.6;West;5446.86;5
Headphones Accusantium;26/07/2025;1;76432;East;11013.85;0
Vase Perferendis;06/06/2025;1;76363;West;18403.02;5
Smartwatch Animi;23/01/2024;2;76312.8;South;14690.23;20
Bed Soluta;31/12/2023;3;76296;South;8592.07;20
Wheat Ullam;05/10/2024;2;76244;North;17850.18;5
Yoga Mat Velit;02/03/2024;2;76190.6;North;7521.02;0
Football Exercitationem;28/12/2023;5;76177;West;9593.59;0
Spices Ullam;29/10/2024;4;76156.8;East;9593.12;10
Refrigerator Fuga;25/10/2024;4;76150.4;West;10882.58;15
Mobile Quisquam;31/12/2023;4;76140.6;East;6901.96;15
Dumbbells Ipsa;18/10/2024;3;76108.8;East;7331.52;15
Lipstick Beatae;05/04/2024;1;76065;South;9816;0
Puzzle Hic;29/12/2024;2;76060.8;West;7298.68;0
Oil A;18/11/2023;3;76058.85;West;11021.72;20
Fiction Minus;12/05/2025;2;76038;West;11962.32;20
Doll Soluta;10/02/2024;2;75977.2;North;11786.61;0
Women's Wear Eligendi;17/07/2024;5;75960;North;4291.91;0
Sofa Atque;23/02/2024;1;75959;East;7603.05;20
Table Delectus;16/03/2024;1;75896.45;North;6114.17;20
Spices Quae;29/04/2025;4;75877.8;North;15649.63;0
Textbook Blanditiis;17/07/2024;1;75876;West;8554.23;5
Cookware Set Harum;04/01/2025;4;75844.2;South;12769.71;5
Mixer Grinder Occaecati;18/05/2025;4;75696;East;17454.75;0
Refrigerator Temporibus;11/04/2024;2;75633.6;North;5582.6;5
Lipstick In;15/11/2024;1;75595.3;West;15580.38;5
Wall Art Voluptate;15/09/2024;2;75422;East;3784.17;5
Football Consequatur;19/10/2023;4;75395.8;North;12702.86;5
Chair Adipisci;16/12/2024;4;75373.2;South;10914.77;5
RC Car Voluptate;19/04/2024;4;75354.2;North;17884.38;15
Shoes Architecto;21/02/2024;3;75334.65;North;13641.66;5
Bed Tenetur;01/10/2024;2;75329.3;West;15386.06;0
Textbook Expedita;10/02/2025;5;75321;North;15368.06;5
Rice Quas;07/02/2024;5;75176;West;6251.8;15
Juicer Excepturi;07/05/2024;1;75170.65;West;11863.43;5
Textbook Facere;19/09/2025;3;75081.6;East;13110.95;5
Comics Quisquam;06/01/2025;3;75057.3;South;11023.33;0
Vase Accusamus;12/11/2023;2;75023.4;North;7928.62;0
Lamp Consequuntur;07/08/2025;4;74993.8;North;5611.62;10
Camera Eius;25/07/2024;4;74924;East;17324.15;5
Textbook Maiores;20/01/2024;1;74906;East;4232.98;5
Cabinet Tempore;27/06/2024;1;74856.2;South;15716.11;0
Refrigerator Id;14/11/2023;4;74833.4;South;17454.37;10
Table Cum;02/10/2024;2;74759.3;North;4954.31;5
Juicer Cupiditate;17/03/2025;2;74728.6;East;6562.54;15
Biography Laudantium;04/03/2025;2;74662.3;West;14278.04;0
Rice Doloremque;17/11/2024;5;74632;West;14566.03;20
Lipstick Assumenda;04/06/2025;4;74564;North;14655.51;15
Cabinet Odit;09/10/2024;3;74526.3;North;17899.47;10
Sugar Quis;02/06/2024;4;74499;North;13964.94;20
Wall Art Officiis;24/10/2024;1;74461.95;South;5326.91;20
Lamp Reiciendis;07/10/2023;2;74442;East;10036.39;0
Mobile Error;18/07/2024;2;74401.6;South;6365.68;20
Women's Wear Qui;15/12/2024;1;74399;West;17787.11;0
Chair Quisquam;05/02/2024;3;74393.1;West;14327.42;0
Cookware Set Eligendi;31/08/2025;4;74308;West;9828.04;5
Mixer Grinder Natus;19/05/2025;5;74266.25;North;8306.07;10
Oil Nam;10/07/2025;1;74205.45;South;8076.51;20
Action Figure Asperiores;21/08/2024;5;74125;West;9274.27;5
Puzzle Expedita;22/01/2025;3;74079.9;East;9603.83;0
Laptop Ea;23/09/2024;4;74069.6;West;7416.91;0
Textbook Quae;06/09/2024;2;73944.2;South;14106.37;15
Wall Art Consequatur;06/06/2024;1;73929;North;6817.23;10
Cookware Set Quia;03/04/2025;3;73883.7;West;7866.42;0
Table Nihil;05/01/2024;2;73872;West;13951.29;10
Sugar Voluptatum;17/09/2024;2;73733.3;West;8421.62;0
Men's Wear Assumenda;23/08/2024;4;73688.4;East;13874.29;15
Wall Art Dolores;22/02/2025;5;73660.5;North;14686.84;15
Cookware Set Voluptatem;30/05/2024;3;73598.1;South;6355.73;15
Cushion Veniam;08/09/2024;5;73508;West;17559.15;5
Smartwatch Nostrum;23/05/2024;1;73497;North;9512.04;20
Perfume Qui;28/06/2025;3;73444.5;North;10607.64;15
Dumbbells Accusamus;20/05/2024;5;73380;South;13731.52;5
Refrigerator Rem;23/01/2025;2;73307.2;East;12549.68;20
Smartwatch Illum;29/09/2024;2;73276.2;East;14441.79;20
Cookware Set Nemo;25/01/2025;3;73190.4;East;15284.15;20
Lipstick Debitis;27/09/2024;1;73170.9;North;10033.02;10
Lamp Tempore;25/01/2024;2;73091.5;North;6699.72;0
Perfume Itaque;21/05/2024;3;73078.2;North;16216.55;20
Clock Culpa;31/12/2023;3;73075.5;South;13185.79;15
Sugar Ratione;29/07/2024;1;73062.6;South;9415.25;10
Wall Art Nobis;18/06/2025;1;73009;North;12225.83;5
